GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
762	CA4	carbonic anhydrase 4	3.115	13.101
83990	BRIP1	BRCA1 interacting helicase 1	2.541	2.853
26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	1.321	6.841
1534	CYB561	cytochrome b561	-2.43	16.079
1636	ACE	angiotensin I converting enzyme	-3.985	4.164
4215	MAP3K3	mitogen-activated protein kinase kinase kinase 3	-0.709	1.441
729683	LOC729683	uncharacterized LOC729683	-2.025	3.601
92335	STRADA	STE20 related adaptor alpha	0.516	2.087
57003	CCDC47	coiled-coil domain containing 47	-0.608	2.695
974	CD79B	CD79b molecule	-4.101	33.165
92340	PRR29	proline rich 29	-2.94	9.906
3384	ICAM2	intercellular adhesion molecule 2	-3.102	15.839
692227	SNORD104	small nucleolar RNA, C/D box 104	1.021	2.276
55852	TEX2	testis expressed 2	2.131	7.604
5175	PECAM1	platelet and endothelial cell adhesion molecule 1	-1.409	4.925
90799	CEP95	centrosomal protein 95	0.474	1.313
109286553	ARHGAP27P1-BPTFP1-KPNA2P3	ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene	0.79	3.625
101929240	LOC101929240	U5 small nuclear ribonucleoprotein 200 kDa helicase-like	1.06	5.663
146880	ARHGAP27P1	Rho GTPase activating protein 27 pseudogene 1	0.646	3.126
440456	PLEKHM1P1	pleckstrin homology and RUN domain containing M1 pseudogene 1	0.724	3.539
374819	LRRC37A3	leucine rich repeat containing 37 member A3	0.827	1.407
201283	AMZ2P1	AMZ2 pseudogene 1	-0.921	3.085
9931	HELZ	helicase with zinc finger	-0.566	2.284
26207	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1	-1.104	2.897
101928045	LOC101928045	uncharacterized LOC101928045	-1.108	2.036
3838	KPNA2	karyopherin subunit alpha 2	1.755	5.372
55062	WIPI1	WD repeat domain, phosphoinositide interacting 1	1.07	2.341
10349	ABCA10	ATP binding cassette subfamily A member 10	2.204	2.735
23461	ABCA5	ATP binding cassette subfamily A member 5	2.485	9.446
400617	KCNJ2-AS1	KCNJ2 antisense RNA 1	2.16	6.558
3759	KCNJ2	potassium inwardly rectifying channel subfamily J member 2	1.832	2.363
6169	RPL38	ribosomal protein L38	-0.877	3.688
85001	MGC16275	uncharacterized protein MGC16275	-3.294	6.648
94015	TTYH2	tweety family member 2	-3.332	22.882
55890	GPRC5C	G protein-coupled receptor class C group 5 member C	-2.338	2.313
11314	CD300A	CD300a molecule	-1.081	2.217
124599	CD300LB	CD300 molecule like family member b	-2.238	4.128
107985074	LOC107985074	uncharacterized LOC107985074	-1.771	5.891
10871	CD300C	CD300c molecule	-2.325	15.819
100130520	CD300H	CD300H molecule (gene/pseudogene)	-2.133	2.164
146723	CD300LD-AS1	CD300LD antisense RNA 1	-1.629	1.396
101928343	LOC101928343	uncharacterized LOC101928343	-2.665	3.147
342510	CD300E	CD300e molecule	-2.916	6.83
105371894	LOC105371894	uncharacterized LOC105371894	-1.139	2.193
146722	CD300LF	CD300 molecule like family member f	-0.941	5.028
9368	NHERF1	NHERF family PDZ scaffold protein 1	0.465	1.431
26151	NAT9	N-acetyltransferase 9 (putative)	-1.014	3.465
54868	TMEM104	transmembrane protein 104	-1.368	10.588
2905	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	-0.88	1.421
2232	FDXR	ferredoxin reductase	-1.021	1.411
23510	KCTD2	potassium channel tetramerization domain containing 2	0.506	2.729
30833	NT5C	5', 3'-nucleotidase, cytosolic	-1.134	3.645
51081	MRPS7	mitochondrial ribosomal protein S7	-0.595	2.508
60386	SLC25A19	solute carrier family 25 member 19	-1.642	6.834
283989	TSEN54	tRNA splicing endonuclease subunit 54	-1.309	3.563
107985023	LOC107985023		-1.273	1.479
80022	MYO15B	myosin XVB	0.753	2.427
107985013	LOC107985013	uncharacterized LOC107985013	1.457	2.428
2584	GALK1	galactokinase 1	-1.046	4.106
201294	UNC13D	unc-13 homolog D	1.15	11.266
23558	WBP2	WW domain binding protein 2	0.708	3.319
201292	TRIM65	tripartite motif containing 65	-0.878	3.922
51	ACOX1	acyl-CoA oxidase 1	0.774	1.71
114804	RNF157	ring finger protein 157	-3.555	5.475
283991	UBALD2	UBA like domain containing 2	0.837	2.231
84074	QRICH2	glutamine rich 2	0.883	1.351
5635	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	1.144	4.505
63893	UBE2O	ubiquitin conjugating enzyme E2 O	-0.521	2.174
79651	RHBDF2	rhomboid 5 homolog 2	-0.746	2.23
439921	MXRA7	matrix remodeling associated 7	2.86	4.659
23210	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	1.1	1.847
124512	METTL23	methyltransferase like 23	0.626	3.743
6427	SRSF2	serine and arginine rich splicing factor 2	0.837	3.504
693221	MIR636	microRNA 636	0.789	2.138
79157	MFSD11	major facilitator superfamily domain containing 11	0.327	1.39
10801	SEPTIN9	septin 9	-1.559	16.754
105371903	LOC105371903	uncharacterized LOC105371903	-1.501	3.079
57690	TNRC6C	trinucleotide repeat containing adaptor 6C	0.831	2.378
147138	TMC8	transmembrane channel like 8	0.936	7.346
9144	SYNGR2	synaptogyrin 2	-0.495	2.273
7083	TK1	thymidine kinase 1	2.697	3.757
107985050	LOC107985050		2.244	4.634
332	BIRC5	baculoviral IAP repeat containing 5	3.424	1.862
7077	TIMP2	TIMP metallopeptidase inhibitor 2	-0.636	2.302
3959	LGALS3BP	galectin 3 binding protein	-4.508	8.958
124583	CANT1	calcium activated nucleotidase 1	0.66	3.261
64772	ENGASE	endo-beta-N-acetylglucosaminidase	-1.195	1.815
146713	RBFOX3	RNA binding fox-1 homolog 3	-1.319	1.677
57332	CBX8	chromobox 8	-1.175	1.436
8535	CBX4	chromobox 4	1.222	4.514
125058	TBC1D16	TBC1 domain family member 16	-2.32	2.829
2548	GAA	alpha glucosidase	-1.765	3.9
9775	EIF4A3	eukaryotic translation initiation factor 4A3	0.91	3.647
79092	CARD14	caspase recruitment domain family member 14	-1.54	1.337
6448	SGSH	N-sulfoglucosamine sulfohydrolase	-1.528	2.368
284129	SLC26A11	solute carrier family 26 member 11	-1.422	1.777
57674	RNF213	ring finger protein 213	-1.861	4.258
100294362	RNF213-AS1	RNF213 antisense RNA 1	-1.9	4.292
57521	RPTOR	regulatory associated protein of MTOR complex 1	-0.745	2.081
440465	BAIAP2-DT	BAIAP2 divergent transcript	-1.183	1.608
10458	BAIAP2	BAR/IMD domain containing adaptor protein 2	-1.475	3.808
71	ACTG1	actin gamma 1	1.3	8.838
25794	FSCN2	fascin actin-bundling protein 2, retinal	1.785	2.17
80233	FAAP100	FA core complex associated protein 100	-0.562	1.524
339230	CCDC137	coiled-coil domain containing 137	0.689	2.468
6182	MRPL12	mitochondrial ribosomal protein L12	-0.621	1.609
1468	SLC25A10	solute carrier family 25 member 10	1.908	3.786
5034	P4HB	prolyl 4-hydroxylase subunit beta	0.869	4.462
396	ARHGDIA	Rho GDP dissociation inhibitor alpha	0.465	1.489
4097	MAFG	MAF bZIP transcription factor G	1.439	5.663
79058	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	-0.568	1.642
5881	RAC3	Rac family small GTPase 3	1.671	2.289
5986	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	0.604	4.217
9123	SLC16A3	solute carrier family 16 member 3	0.711	2.049
924	CD7	CD7 molecule	-2.192	5.181
6398	SECTM1	secreted and transmembrane 1	-2.115	5.582
79701	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	-1.173	5.999
284004	HEXD	hexosaminidase D	-0.717	1.761
26502	NARF	nuclear prelamin A recognition factor	0.803	2.557
3607	FOXK2	forkhead box K2	0.349	1.933
10966	RAB40B	RAB40B, member RAS oncogene family	-1.374	1.746
146712	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	0.705	3.339
284207	METRNL	meteorin like, glial cell differentiation regulator	-1.874	3.718
107987251	LOC107987251		-2.406	3.267
727758	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	0.742	1.75
494514	TYMSOS	TYMS opposite strand RNA	3.47	2.858
7298	TYMS	thymidylate synthetase	3.16	1.86
55556	ENOSF1	enolase superfamily member 1	2.362	3.755
10403	NDC80	NDC80 kinetochore complex component	2.96	2.984
84034	EMILIN2	elastin microfibril interfacer 2	-1.699	9.675
10627	MYL12A	myosin light chain 12A	0.94	4.5
104968399	MYL12-AS1	MYL12A and MYL12B antisense RNA 1	0.848	3.873
103910	MYL12B	myosin light chain 12B	0.595	3.312
7050	TGIF1	TGFB induced factor homeobox 1	-1.566	2.276
339290	LINC00667	long intergenic non-protein coding RNA 667	-1.493	6.304
23136	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-3.522	9.324
91133	L3MBTL4	L3MBTL histone methyl-lysine binding protein 4	-3.094	10.596
201475	RAB12	RAB12, member RAS oncogene family	-1.656	8.657
9989	PPP4R1	protein phosphatase 4 regulatory subunit 1	1.229	6.332
11031	RAB31	RAB31, member RAS oncogene family	1.279	5.457
105371981	LOC105371981	uncharacterized LOC105371981	0.793	1.892
9218	VAPA	VAMP associated protein A	0.743	2.025
147495	APCDD1	APC down-regulated 1	-1.858	1.667
2774	GNAL	G protein subunit alpha L	0.943	4.583
65258	MPPE1	metallophosphoesterase 1	0.868	3.804
3613	IMPA2	inositol monophosphatase 2	0.751	3.238
10939	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	-0.602	2.663
56907	SPIRE1	spire type actin nucleation factor 1	-1.619	4.555
79959	CEP76	centrosomal protein 76	1.611	3.675
5771	PTPN2	protein tyrosine phosphatase non-receptor type 2	-0.98	8.641
753	LDLRAD4	low density lipoprotein receptor class A domain containing 4	-0.699	2.432
8731	RNMT	RNA guanine-7 methyltransferase	-0.469	1.454
6093	ROCK1	Rho associated coiled-coil containing protein kinase 1	0.615	2.717
171586	ABHD3	abhydrolase domain containing 3, phospholipase	-0.798	1.628
57534	MIB1	MIB E3 ubiquitin protein ligase 1	-0.525	1.437
91768	CABLES1	Cdk5 and Abl enzyme substrate 1	1.255	1.41
85019	TMEM241	transmembrane protein 241	1.176	3.179
8780	RIOK3	RIO kinase 3	1.434	4.711
114876	OSBPL1A	oxysterol binding protein like 1A	1.189	2.381
6760	SS18	SS18 subunit of BAF chromatin remodeling complex	-0.919	6.129
6875	TAF4B	TATA-box binding protein associated factor 4b	-2.671	7.291
284252	KCTD1	potassium channel tetramerization domain containing 1	-2.547	1.911
54941	RNF125	ring finger protein 125	-0.826	2.039
10982	MAPRE2	microtubule associated protein RP/EB family member 2	-1.368	3.865
84307	ZNF397	zinc finger protein 397	0.49	1.37
107985139	LOC107985139		-0.83	2.023
7572	ZNF24	zinc finger protein 24	-0.706	2.447
25800	SLC39A6	solute carrier family 39 member 6	-0.785	2.282
55250	ELP2	elongator acetyltransferase complex subunit 2	-0.764	2.398
647946	MIR924HG	MIR924 host gene	3.065	2.855
284266	SIGLEC15	sialic acid binding Ig like lectin 15	-1.956	1.975
9050	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	1.156	3.866
147339	C18orf25	chromosome 18 open reading frame 25	0.685	1.981
125336	LOXHD1	lipoxygenase homology PLAT domains 1	1.923	1.5
9811	CTIF	cap binding complex dependent translation initiation factor	-0.837	1.884
497661	C18orf32	chromosome 18 open reading frame 32	0.657	2.15
4152	MBD1	methyl-CpG binding domain protein 1	0.515	2.665
30827	CXXC1	CXXC finger protein 1	0.56	2.124
220134	SKA1	spindle and kinetochore associated complex subunit 1	4.184	2.643
105372118	LOC105372118	replaced by ID 51320	0.704	1.583
8932	MBD2	methyl-CpG binding domain protein 2	-0.483	1.319
6925	TCF4	transcription factor 4	-1.606	5.396
9352	TXNL1	thioredoxin like 1	0.525	1.497
23335	WDR7	WD repeat domain 7	-0.407	1.412
2235	FECH	ferrochelatase	-0.86	1.677
4677	NARS1	asparaginyl-tRNA synthetase 1	-1.062	7.399
100505549	ATP8B1-AS1	ATP8B1 antisense RNA 1	-2.07	8.59
5205	ATP8B1	ATPase phospholipid transporting 8B1	-2.348	7.401
105372141	LOC105372141	uncharacterized LOC105372141	-2.463	7.919
23327	NEDD4L	NEDD4 like E3 ubiquitin protein ligase	-2.049	4.651
115701	ALPK2	alpha kinase 2	-3.601	3.394
101927322	MALT1-AS1	MALT1 antisense RNA 1	-1.793	3.32
10892	MALT1	MALT1 paracaspase	-1.443	9.944
105372146	LOC105372146	uncharacterized LOC105372146	-2.275	5.17
55205	ZNF532	zinc finger protein 532	-3.467	5.595
5366	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	-1.634	5.666
54877	ZCCHC2	zinc finger CCHC-type containing 2	-1.232	1.717
23239	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	2.058	7.666
596	BCL2	BCL2 apoptosis regulator	-1.537	3.527
2531	KDSR	3-ketodihydrosphingosine reductase	-1.799	9.861
9525	VPS4B	vacuolar protein sorting 4 homolog B	0.962	3.299
5055	SERPINB2	serpin family B member 2	2.912	3.27
5273	SERPINB10	serpin family B member 10	4.137	5.646
5271	SERPINB8	serpin family B member 8	-0.855	2.477
1528	CYB5A	cytochrome b5 type A	-1.671	4.575
55748	CNDP2	carnosine dipeptidase 2	-2.014	24.336
55628	ZNF407	zinc finger protein 407	0.457	1.465
10194	TSHZ1	teashirt zinc finger homeobox 1	-1.541	4.757
9658	ZNF516	zinc finger protein 516	0.448	1.488
4772	NFATC1	nuclear factor of activated T cells 1	-1.804	18.276
101927897	LOC101927897	uncharacterized LOC101927897	-1.786	4.574
399844	LINC01002	long intergenic non-protein coding RNA 1002	2.181	12.753
101928344	LOC101928344	uncharacterized LOC101928344	1.178	3.692
54531	MIER2	MIER family member 2	-2.047	3.955
3004	GZMM	granzyme M	-1.542	1.617
105372233	BSG-AS1	BSG antisense RNA 1	3.389	7.015
610	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	-2.966	2.176
5442	POLRMT	RNA polymerase mitochondrial	-0.657	1.852
10272	FSTL3	follistatin like 3	2.606	5.818
400668	PRSS57	serine protease 57	2.846	4.674
566	AZU1	azurocidin 1	3.736	4.628
5657	PRTN3	proteinase 3	4.264	3.537
1991	ELANE	elastase, neutrophil expressed	3.148	1.774
1675	CFD	complement factor D	-1.594	1.81
101954271	RNU6-9	RNA, U6 small nuclear 9	1.821	1.905
91300	R3HDM4	R3H domain containing 4	1.175	3.72
1820	ARID3A	AT-rich interaction domain 3A	0.652	2.543
57418	WDR18	WD repeat domain 18	-1.168	3.248
1265	CNN2	calponin 2	1.525	14.119
10347	ABCA7	ATP binding cassette subfamily A member 7	1.272	3.764
5434	POLR2E	RNA polymerase II, I and III subunit E	-0.548	2.325
2879	GPX4	glutathione peroxidase 4	-0.736	3.161
6794	STK11	serine/threonine kinase 11	-0.679	2.779
513	ATP5F1D	ATP synthase F1 subunit delta	-0.538	1.686
55009	FAM174C	family with sequence similarity 174 member C	-0.812	3.461
84939	PWWP3A	PWWP domain containing 3A, DNA repair factor	-0.756	2.648
374291	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	-0.496	1.747
6209	RPS15	ribosomal protein S15	-0.548	2.396
54760	PCSK4	proprotein convertase subtilisin/kexin type 4	-4.289	3.512
92840	REEP6	receptor accessory protein 6	-2.075	2.185
399664	MEX3D	mex-3 RNA binding family member D	-1.377	1.603
6929	TCF3	transcription factor 3	-0.731	2.665
148229	ATP8B3	ATPase phospholipid transporting 8B3	1.208	2.122
113178	SCAMP4	secretory carrier membrane protein 4	-1.158	5.193
55643	BTBD2	BTB domain containing 2	-0.567	1.667
8943	AP3D1	adaptor related protein complex 3 subunit delta 1	-0.612	2.783
4946	OAZ1	ornithine decarboxylase antizyme 1	0.352	1.654
374872	PEAK3	PEAK family member 3	0.978	4.283
645191	LINGO3	leucine rich repeat and Ig domain containing 3	1.432	9.327
101928572	LOC101928572	uncharacterized LOC101928572	1.605	3.565
360200	TMPRSS9	transmembrane serine protease 9	-1.398	1.761
26517	TIMM13	translocase of inner mitochondrial membrane 13	-0.665	1.409
2788	GNG7	G protein subunit gamma 7	1.89	3.283
148254	ZNF555	zinc finger protein 555	-1.7	4.019
166	TLE5	TLE family member 5, transcriptional modulator	-1.161	16.911
2767	GNA11	G protein subunit alpha 11	-1.943	11.486
2769	GNA15	G protein subunit alpha 15	-0.406	1.39
8698	S1PR4	sphingosine-1-phosphate receptor 4	1.488	8.914
56926	NCLN	nicalin	0.525	2.255
284422	SMIM24	small integral membrane protein 24	2.419	2.897
105372246	LOC105372246	uncharacterized LOC105372246	2.259	2.834
83475	DOHH	deoxyhypusine hydroxylase	0.772	2.076
105372245	LOC105372245	uncharacterized LOC105372245	1.985	5.65
51343	FZR1	fizzy and cell division cycle 20 related 1	0.665	1.851
126321	MFSD12	major facilitator superfamily domain containing 12	-0.732	3.113
23396	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	-1.259	7.438
5605	MAP2K2	mitogen-activated protein kinase kinase 2	0.587	3.833
84954	MPND	MPN domain containing	-0.538	1.369
6455	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	0.436	1.405
10036	CHAF1A	chromatin assembly factor 1 subunit A	0.814	1.881
107985297	LOC107985297	replaced by ID 10036	2.173	3.299
729359	PLIN4	perilipin 4	2.575	7.96
440503	PLIN5	perilipin 5	3.487	10.55
116844	LRG1	leucine rich alpha-2-glycoprotein 1	2.745	8.534
10501	SEMA6B	semaphorin 6B	1.383	1.659
126282	TNFAIP8L1	TNF alpha induced protein 8 like 1	-1.629	6.717
148022	TICAM1	TIR domain containing adaptor molecule 1	-1.175	4.159
645432	ARRDC5	arrestin domain containing 5	1.141	4.545
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1	2.632	4.66
5802	PTPRS	protein tyrosine phosphatase receptor type S	2.66	2.492
25873	RPL36	ribosomal protein L36	-0.766	4.149
9361	LONP1	lon peptidase 1, mitochondrial	-0.633	3.936
56931	DUS3L	dihydrouridine synthase 3 like	-0.638	1.965
828	CAPS	calcyphosine	0.508	2.153
100128568	RANBP3-DT	RANBP3 divergent transcript	1.674	1.86
5990	RFX2	regulatory factor X2	1.409	3.708
79085	SLC25A23	solute carrier family 25 member 23	-2.567	2.231
8744	TNFSF9	TNF superfamily member 9	-4.102	5.129
8740	TNFSF14	TNF superfamily member 14	2.035	3.176
718	C3	complement C3	-1.958	3.299
2015	ADGRE1	adhesion G protein-coupled receptor E1	-0.929	1.429
140467	ZNF358	zinc finger protein 358	-2.943	3.653
57192	MCOLN1	mucolipin TRP cation channel 1	-1.066	4.227
10908	PNPLA6	patatin like phospholipase domain containing 6	-0.993	5.842
56729	RETN	resistin	3.371	2.329
199675	MCEMP1	mast cell expressed membrane protein 1	2.795	8.74
2208	FCER2	Fc epsilon receptor II	-1.744	2.429
339390	CLEC4G	C-type lectin domain family 4 member G	-2.092	6.226
30835	CD209	CD209 molecule	-3.874	6.79
6618	SNAPC2	small nuclear RNA activating complex polypeptide 2	-0.369	1.357
10469	TIMM44	translocase of inner mitochondrial membrane 44	-0.636	2.826
6234	RPS28	ribosomal protein S28	-0.649	3.133
84106	PRAM1	PML-RARA regulated adaptor molecule 1	0.809	5.31
84330	ZNF414	zinc finger protein 414	0.533	1.478
81794	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	-2.14	1.687
148156	ZNF558	zinc finger protein 558	-0.53	1.899
7675	ZNF121	zinc finger protein 121	-0.65	1.491
59286	UBL5	ubiquitin like 5	0.876	7.15
55337	SHFL	shiftless antiviral inhibitor of ribosomal frameshifting	-1.219	2.676
83854	ANGPTL6	angiopoietin like 6	-1.339	2.822
56342	PPAN	peter pan homolog	-1.728	4.639
692312	PPAN-P2RY11	PPAN-P2RY11 readthrough	-1.246	3.132
5032	P2RY11	purinergic receptor P2Y11	-1.095	2.286
8666	EIF3G	eukaryotic translation initiation factor 3 subunit G	-1.087	4.066
9294	S1PR2	sphingosine-1-phosphate receptor 2	-3.057	6.044
51073	MRPL4	mitochondrial ribosomal protein L4	-0.821	3.487
3386	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	-2.001	3.329
7087	ICAM5	intercellular adhesion molecule 5	-1.67	2.742
100125288	ZGLP1	zinc finger GATA like protein 1	-1.84	2.477
112812	FDX2	ferredoxin 2	-1.395	2.1
3385	ICAM3	intercellular adhesion molecule 3	1.493	11.172
5141	PDE4A	phosphodiesterase 4A	-3.214	25.059
84971	ATG4D	autophagy related 4D cysteine peptidase	0.773	2.65
1032	CDKN2D	cyclin dependent kinase inhibitor 2D	1.478	12.597
57153	SLC44A2	solute carrier family 44 member 2	1.074	6.893
81890	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	-1.267	3.653
1785	DNM2	dynamin 2	0.337	1.72
406976	MIR199A1	microRNA 199a-1	1.227	1.493
10498	CARM1	coactivator associated arginine methyltransferase 1	-1.349	13.131
115271120	LDLR-AS1	LDLR antisense RNA 1	1.066	1.355
3949	LDLR	low density lipoprotein receptor	1.444	3.582
147841	SPC24	SPC24 component of NDC80 kinetochore complex	3.504	4.573
26526	TSPAN16	tetraspanin 16	1.844	2.452
105372274	HSPC102	uncharacterized HSPC102	2.679	3.471
9545	RAB3D	RAB3D, member RAS oncogene family	0.517	2.225
374882	TMEM205	transmembrane protein 205	-0.565	1.308
115950	ZNF653	zinc finger protein 653	-1.107	1.517
51295	ECSIT	ECSIT signaling integrator	-0.795	3.319
84337	ELOF1	elongation factor 1	-0.7	2.173
54	ACP5	acid phosphatase 5, tartrate resistant	-1.851	3.245
199692	ZNF627	zinc finger protein 627	-0.753	1.38
55552	ZNF823	zinc finger protein 823	-1.289	1.322
90592	ZNF700	zinc finger protein 700	0.962	4.085
284390	ZNF763	zinc finger protein 763	0.806	1.517
101928464	ZNF433-AS1	ZNF433 and ZNF878 antisense RNA 1	0.676	1.416
388507	ZNF788P	zinc finger family member 788, pseudogene	2.686	4.443
105372275	LOC105372275		2.746	5.168
10224	ZNF443	zinc finger protein 443	1.01	1.377
4125	MAN2B1	mannosidase alpha class 2B member 1	-1.047	4.064
79002	TRIR	telomerase RNA component interacting RNase	0.348	1.492
29911	HOOK2	hook microtubule tethering protein 2	0.672	1.456
100847071	MIR5684	microRNA 5684	-2.113	1.726
3726	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	-1.064	1.713
10535	RNASEH2A	ribonuclease H2 subunit A	0.833	1.515
22983	MAST1	microtubule associated serine/threonine kinase 1	-2.567	2.084
1777	DNASE2	deoxyribonuclease 2, lysosomal	-2.184	4.199
256126	SYCE2	synaptonemal complex central element protein 2	1.076	2.325
811	CALR	calreticulin	-0.677	1.658
4784	NFIX	nuclear factor I X	-2.418	8.22
55621	TRMT1	tRNA methyltransferase 1	-0.64	1.611
79173	BRME1	break repair meiotic recombinase recruitment factor 1	1.924	1.803
5989	RFX1	regulatory factor X1	-0.755	2.145
9466	IL27RA	interleukin 27 receptor subunit alpha	-2.116	11.999
113230	MISP3	MISP family member 3	2.659	10.947
90378	SAMD1	sterile alpha motif domain containing 1	0.73	1.551
5566	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	-1.037	2.962
55723	ASF1B	anti-silencing function 1B histone chaperone	1.808	3.382
22859	ADGRL1	adhesion G protein-coupled receptor L1	-1.089	3.429
10212	DDX39A	DExD-box helicase 39A	0.642	1.724
5585	PKN1	protein kinase N1	-0.376	1.36
10755	GIPC1	GIPC PDZ domain containing family member 1	-1.874	9.055
9524	TECR	trans-2,3-enoyl-CoA reductase	0.797	4.165
693224	MIR639	microRNA 639	0.93	1.416
84449	ZNF333	zinc finger protein 333	-0.529	1.404
30817	ADGRE2	adhesion G protein-coupled receptor E2	-1.087	1.475
79852	EPHX3	epoxide hydrolase 3	-2.906	2.951
64926	RASAL3	RAS protein activator like 3	0.899	4.806
126410	CYP4F22	cytochrome P450 family 4 subfamily F member 22	-5.652	11.193
4051	CYP4F3	cytochrome P450 family 4 subfamily F member 3	3.465	2.427
66002	CYP4F12	cytochrome P450 family 4 subfamily F member 12	5.345	16.054
8529	CYP4F2	cytochrome P450 family 4 subfamily F member 2	3.579	4.554
7171	TPM4	tropomyosin 4	-0.84	1.812
8907	AP1M1	adaptor related protein complex 1 subunit mu 1	0.603	4.173
79939	SLC35E1	solute carrier family 35 member E1	-0.599	2.46
9441	MED26	mediator complex subunit 26	0.883	2.128
79041	TMEM38A	transmembrane protein 38A	2.012	6.391
23309	SIN3B	SIN3 transcription regulator family member B	-1.401	4.399
27151	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	-3.319	4.3
79629	OCEL1	occludin/ELL domain containing 1	-1.157	1.805
79016	DDA1	DET1 and DDB1 associated 1	0.526	1.892
57719	ANO8	anoctamin 8	-1.628	4.501
83483	PLVAP	plasmalemma vesicle associated protein	-2.931	2.216
684	BST2	bone marrow stromal cell antigen 2	-1.677	4.83
105221694	BISPR	BST2 interferon stimulated positive regulator	-0.98	2.206
93343	MVB12A	multivesicular body subunit 12A	-0.724	2.623
376497	SLC27A1	solute carrier family 27 member 1	-2.17	3.713
199786	NIBAN3	niban apoptosis regulator 3	-1.663	3.402
79709	COLGALT1	collagen beta(1-O)galactosyltransferase 1	-0.512	2.46
3718	JAK3	Janus kinase 3	1.168	7.222
6142	RPL18A	ribosomal protein L18a	-0.999	3.903
27106	ARRDC2	arrestin domain containing 2	-1.105	5.188
3594	IL12RB1	interleukin 12 receptor subunit beta 1	-2.206	12.396
5296	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	-1.04	5.865
10437	IFI30	IFI30 lysosomal thiol reductase	-2.287	9.913
84769	MPV17L2	MPV17 mitochondrial inner membrane protein like 2	-1.45	2.474
5864	RAB3A	RAB3A, member RAS oncogene family	-2.112	2.782
105372300	LOC105372300	uncharacterized LOC105372300	-1.784	3.472
126364	LRRC25	leucine rich repeat containing 25	-1.113	3.087
170463	SSBP4	single stranded DNA binding protein 4	-1.894	7.1
23373	CRTC1	CREB regulated transcription coactivator 1	-1.111	4.332
9454	HOMER3	homer scaffold protein 3	-1.309	1.547
102724360	HOMER3-AS1	HOMER3 antisense RNA 1	-1.785	1.716
10147	SUGP2	SURP and G-patch domain containing 2	0.369	1.904
93436	ARMC6	armadillo repeat containing 6	-0.589	2.343
54929	TMEM161A	transmembrane protein 161A	-1.196	3.156
4207	BORCS8-MEF2B	BORCS8-MEF2B readthrough	0.781	3.786
100271849	MEF2B	myocyte enhancer factor 2B	0.856	2.97
729991	BORCS8	BLOC-1 related complex subunit 8	0.739	3.673
8625	RFXANK	regulatory factor X associated ankyrin containing protein	0.749	3.423
148113	CILP2	cartilage intermediate layer protein 2	2.903	2.318
9170	LPAR2	lysophosphatidic acid receptor 2	1.052	8.401
57130	ATP13A1	ATPase 13A1	-1.348	6.147
7643	ZNF90	zinc finger protein 90	-0.844	3.08
148203	ZNF738	zinc finger protein 738	1.086	2.035
284443	ZNF493	zinc finger protein 493	1.906	3.682
105372321	LOC105372321	uncharacterized LOC105372321	2.258	1.316
400680	LINC00664	long intergenic non-protein coding RNA 664	2.414	2.198
353088	ZNF429	zinc finger protein 429	1.03	2.053
7594	ZNF43	zinc finger protein 43	1.57	3.852
57615	ZNF492	zinc finger protein 492	5.09	3.067
730087	ZNF726	zinc finger protein 726	1.882	1.913
9534	ZNF254	zinc finger protein 254	1.627	4.862
79156	PLEKHF1	pleckstrin homology and FYVE domain containing 1	-2.109	1.935
83636	C19orf12	chromosome 19 open reading frame 12	-0.52	2.173
898	CCNE1	cyclin E1	2.536	3.33
